,Movie_Number,Movie_Name,Year_of_Release,IMDB_Rating,Number_of_Votes,Genres,rating,year,id,imdbid,noun_count_male,noun_count_female,verb_count_male,verb_count_female,adjective_count_male,adjective_count_female
299,m492,who framed roger rabbit,1988,7.6,54375,"['animation', 'comedy', 'crime', 'family', 'fantasy', 'mystery', 'animation', 'adventure', 'action', 'fantasy']",1,1988,136,96438.0,2.51145038168,2.72631578947,2.82824427481,2.8,0.618320610687,0.6
300,m493,romeo and juliet,1968/I,7.8,12360,"['drama', 'romance']",3,1936,4069,28203.0,2.10236220472,2.54189944134,2.40157480315,2.64245810056,0.59842519685,0.525139664804
301,m493,romeo and juliet,1968/I,7.8,12360,"['drama', 'romance']",3,1968,1249,63518.0,2.10236220472,2.54189944134,2.40157480315,2.64245810056,0.59842519685,0.525139664804
302,m494,ronin,1998,7.2,58201,"['action', 'crime', 'thriller']",1,1998,6339,122690.0,2.4200477327,2.52592592593,2.56085918854,2.75555555556,0.589498806683,0.666666666667
303,m496,rush hour 2,2001,6.5,52716,"['action', 'comedy', 'crime', 'thriller']",0,2001,7493,266915.0,2.30879345603,2.65789473684,2.54396728016,2.65789473684,0.570552147239,0.684210526316
304,m497,rush hour,1998,6.8,56376,"['action', 'comedy', 'thriller', 'crime']",3,1998,1392,120812.0,2.28615384615,0.0,2.21538461538,0.0,0.646153846154,0.0
305,m499,sleepless in seattle,1993,6.6,44179,"['comedy', 'romance', 'drama']",2,1993,556,108160.0,2.38202247191,2.52989130435,2.4606741573,2.625,0.621722846442,0.665760869565
306,m500,salt of the earth,1954,7.6,1085,"['drama', 'history']",3,1954,5356,47443.0,1.94117647059,3.04242424242,2.75490196078,3.0,0.529411764706,0.757575757576
307,m502,saving private ryan,1998,8.5,275666,"['action', 'drama', 'history', 'war']",0,1998,1090,120815.0,2.13664596273,0.0,2.51345755694,0.0,0.573498964803,0.0
308,m503,say anything...,1989,7.5,25220,"['comedy', 'drama', 'romance']",2,1989,4270,98258.0,2.30508474576,2.39478957916,2.44632768362,2.5751503006,0.581920903955,0.585170340681
309,m505,scream 2,1997,5.9,48988,"['horror', 'mystery', 'thriller']",3,1997,4643,120082.0,2.26217228464,1.7641509434,2.31086142322,2.25471698113,0.438202247191,0.528301886792
310,m506,scream 3,2000,5.3,38870,"['horror', 'mystery', 'thriller']",3,2000,4644,134084.0,2.15942028986,2.2,2.53260869565,2.34545454545,0.525362318841,0.569696969697
311,m507,scream,1996/I,7.2,92543,"['crime', 'horror', 'mystery', 'thriller']",3,1996,649,117571.0,2.01707317073,2.17434210526,2.38048780488,2.47697368421,0.59512195122,0.588815789474
312,m511,shakespeare in love,1998,7.4,78654,"['comedy', 'drama', 'romance']",3,1998,1926,138097.0,2.11538461538,2.62761506276,2.49112426036,2.56066945607,0.565088757396,0.619246861925
313,m516,sister act,1992,5.9,25196,"['comedy', 'crime', 'music']",3,1992,1352,105417.0,2.27882960413,2.36,2.46127366609,2.52571428571,0.581755593804,0.537142857143
314,m517,sleepy hollow,1999,7.5,108951,"['fantasy', 'mystery', 'thriller']",3,1999,124,162661.0,2.10765550239,2.625,2.3014354067,2.40625,0.535885167464,0.5
315,m522,some like it hot,1959,8.4,68749,['comedy'],3,1959,2023,53291.0,2.28119001919,2.5652173913,2.45297504798,2.13043478261,0.535508637236,0.565217391304
316,m528,sphere,1998,5.6,31924,"['drama', 'horror', 'mystery', 'sci-fi', 'thriller']",1,1998,446,120184.0,2.26141732283,2.53086419753,2.57637795276,2.90617283951,0.570078740157,0.681481481481
317,m529,star wars,1977,8.8,326619,"['action', 'adventure', 'fantasy', 'sci-fi']",1,1977,669,76759.0,2.44705882353,2.08333333333,2.4862745098,3.22222222222,0.650980392157,0.416666666667
318,m530,starship troopers,1997,7.1,84874,"['action', 'adventure', 'sci-fi', 'thriller']",3,1997,107,120201.0,2.14537444934,2.16949152542,2.42290748899,2.35593220339,0.568281938326,0.491525423729
319,m531,star trek: the motion picture,1979,6.2,25723,"['adventure', 'fantasy', 'mystery', 'sci-fi']",1,1979,1300,79945.0,2.19805194805,2.15789473684,2.30844155844,1.94736842105,0.558441558442,0.368421052632
320,m533,stepmom,1998,6.2,18714,"['comedy', 'drama']",3,1998,1553,120686.0,2.01659751037,2.04464285714,2.48547717842,2.44464285714,0.485477178423,0.566071428571
321,m536,dr. strangelove or: how i learned to stop worrying and love the bomb,1964,8.6,158529,"['comedy', 'drama']",0,1964,341,57012.0,1.90909090909,3.14705882353,2.29924242424,2.92647058824,0.471590909091,0.75
322,m539,sunset blvd.,1950,8.7,55994,"['drama', 'film-noir']",1,1950,608,43014.0,2.15862068966,2.27232142857,2.39540229885,2.62946428571,0.551724137931,0.53125
323,m540,supergirl,1984,4.1,6576,"['action', 'adventure', 'sci-fi']",3,1984,2000,88206.0,2.23886639676,2.20888888889,2.17813765182,2.36,0.493927125506,0.537777777778
324,m541,superman iii,1983,4.7,18340,"['action', 'adventure', 'comedy', 'fantasy', 'sci-fi']",3,1983,4283,86393.0,2.21065989848,2.26666666667,2.54822335025,2.56666666667,0.532994923858,0.477777777778
325,m542,superman ii,1980,6.7,29941,"['action', 'adventure', 'fantasy', 'romance', 'sci-fi']",3,1980,4282,81573.0,2.38938053097,2.50537634409,2.47787610619,2.51612903226,0.58407079646,0.655913978495
326,m543,superman iv: the quest for peace,1987,3.4,15332,"['action', 'adventure', 'family', 'fantasy', 'sci-fi']",3,1987,4297,94074.0,2.29441624365,2.0,2.28426395939,2.22727272727,0.675126903553,0.340909090909
327,m544,superman,1978,7.3,51172,"['action', 'family', 'sci-fi']",1,1978,1999,78346.0,2.4752851711,2.39473684211,2.52091254753,2.77894736842,0.631178707224,0.536842105263
328,m546,sweet smell of success,1957,8.2,9014,"['drama', 'film-noir']",1,1957,2301,51036.0,2.37765957447,2.36448598131,2.48936170213,2.67289719626,0.518617021277,0.654205607477
329,m571,thx 1138,1971,6.8,15741,"['drama', 'mystery', 'sci-fi', 'thriller']",0,1971,626,66434.0,3.0,2.3007518797,2.74285714286,2.2030075188,0.742857142857,0.601503759398
330,m574,titanic,1997,7.4,244771,"['drama', 'history', 'romance']",3,1997,345,120338.0,2.29411764706,1.825,2.64705882353,1.975,0.563025210084,0.425
331,m576,tombstone,1993,7.7,44204,"['action', 'drama', 'history', 'romance', 'western']",3,1993,3180,108358.0,2.14360313316,2.42446043165,2.39947780679,2.48201438849,0.532637075718,0.41726618705
332,m579,toy story,1995,8.2,156231,"['animation', 'adventure', 'comedy', 'family', 'fantasy']",1,1995,87,114709.0,2.45454545455,2.58823529412,2.42337662338,2.58823529412,0.511688311688,0.294117647059
333,m581,traffic,2000,7.8,86662,"['crime', 'drama', 'thriller']",3,2000,7929,181865.0,2.60383386581,2.01734104046,2.52396166134,2.15028901734,0.696485623003,0.491329479769
334,m582,trainspotting,1996,8.2,153782,"['crime', 'drama']",2,1996,137,117951.0,1.98701298701,2.48201438849,2.16883116883,2.90647482014,0.636363636364,0.669064748201
335,m583,star trek v: the final frontier,1989,5.0,20749,"['action', 'adventure', 'sci-fi', 'thriller']",1,1989,1201,98382.0,2.15454545455,2.93939393939,2.56666666667,2.21212121212,0.463636363636,0.636363636364
336,m584,tron,1982,6.7,25903,"['action', 'adventure', 'sci-fi', 'thriller', 'sci-fi']",0,1982,1002,84827.0,2.08783783784,2.60869565217,2.31418918919,2.91304347826,0.587837837838,0.434782608696
337,m585,true lies,1994,7.2,81801,"['action', 'thriller']",3,1994,1098,111503.0,2.64623955432,2.35114503817,2.79944289694,2.49618320611,0.66295264624,0.595419847328
338,m586,true romance,1993,7.9,74762,"['crime', 'romance', 'thriller']",1,1993,6349,108399.0,2.35117773019,2.49387755102,2.60599571734,2.36734693878,0.648822269807,0.616326530612
339,m587,twelve monkeys,1995,8.1,173320,"['mystery', 'sci-fi', 'thriller']",1,1995,2864,114746.0,2.41471571906,1.88888888889,2.59866220736,2.88888888889,0.672240802676,0.62962962963
340,m590,unbreakable,2000,7.3,98767,"['drama', 'fantasy', 'mystery', 'thriller']",0,2000,1114,217869.0,2.69433962264,1.90909090909,2.51698113208,2.36363636364,0.588679245283,0.272727272727
341,m591,unforgiven,1992,8.3,101270,"['drama', 'western']",3,1992,7006,105695.0,2.60393873085,1.97297297297,2.64551422319,2.25225225225,0.599562363239,0.396396396396
342,m594,vertigo,1958,8.6,93524,"['crime', 'mystery', 'romance', 'thriller']",1,1958,609,52357.0,2.13333333333,2.18383518225,2.15555555556,2.28684627575,0.444444444444,0.54675118859
343,m601,what lies beneath,2000,6.5,46195,"['drama', 'horror', 'mystery', 'thriller']",3,2000,1071,161081.0,0.0,2.18209408194,0.0,2.37632776935,0.0,0.509863429439
344,m602,what women want,2000,6.3,55269,"['comedy', 'fantasy', 'romance']",1,2000,1083,207201.0,0.0,1.5,0.0,2.66666666667,0.0,0.333333333333
345,m606,wild things,1998,6.6,40523,"['crime', 'mystery', 'thriller']",3,1998,4752,120890.0,2.51121076233,2.18181818182,2.36322869955,2.5979020979,0.605381165919,0.524475524476
346,m607,wild wild west,1999,4.3,54943,"['action', 'western', 'comedy', 'sci-fi']",2,1999,1134,120891.0,2.38571428571,1.52380952381,2.28571428571,1.95238095238,0.592857142857,0.5
347,m608,willow,1988,7.1,33506,"['action', 'adventure', 'drama', 'fantasy', 'romance']",3,1988,739,96446.0,2.43961352657,1.92307692308,2.65700483092,2.12087912088,0.671497584541,0.43956043956
348,m609,witness,1985,7.6,30705,"['drama', 'romance', 'thriller']",3,1985,5632,90329.0,2.50961538462,1.97777777778,2.59935897436,2.84444444444,0.628205128205,0.511111111111
349,m612,watchmen,2009,7.8,135229,"['action', 'crime', 'fantasy', 'mystery', 'sci-fi', 'thriller']",3,2009,358,409459.0,2.31561461794,2.78787878788,2.63122923588,2.60606060606,0.56146179402,0.742424242424
350,m613,xxx,2002,5.6,53505,"['action', 'adventure', 'crime']",1,2002,2268,295701.0,2.19771863118,2.52348993289,2.58174904943,2.38926174497,0.650190114068,0.48322147651
351,m614,x-men,2000,7.4,122149,"['action', 'sci-fi']",1,2000,101,120903.0,2.29545454545,1.83720930233,2.73484848485,2.76744186047,0.545454545455,0.558139534884
352,m615,young frankenstein,1974,8.0,57618,"['comedy', 'sci-fi']",2,1974,1077,72431.0,2.2049689441,2.45161290323,2.58799171843,3.30107526882,0.606625258799,0.569892473118
