,Character_Id,Character_Name,Movie_Number,Movie_Title,Gender,Position_in_Credits
4590,u4590,CYNIC,m303,conspiracy theory,?,?
4591,u4591,FLIP,m303,conspiracy theory,?,?
4592,u4592,JERRY,m303,conspiracy theory,m,1
4593,u4593,JONAS,m303,conspiracy theory,m,3
4594,u4594,LAWYER,m303,conspiracy theory,?,?
4595,u4595,LIZA,m303,conspiracy theory,F,?
4596,u4596,LOWRY,m303,conspiracy theory,m,4
4597,u4597,OPERATOR,m303,conspiracy theory,?,?
4598,u4598,WILSON,m303,conspiracy theory,?,?
4599,u4599,A.T.L.,m304,contact,?,?
4600,u4600,CHAIRMAN,m304,contact,?,?
4601,u4601,DRUMLIN,m304,contact,m,10
4602,u4602,ELLIE,m304,contact,f,1
4603,u4603,HADDEN,m304,contact,m,12
4604,u4604,JEAN-CLAUDE,m304,contact,?,?
4605,u4605,JOSS,m304,contact,m,9
4606,u4606,KENT,m304,contact,?,?
4607,u4607,KITZ,m304,contact,?,?
4608,u4608,LUNACHARSKY,m304,contact,?,?
4609,u4609,PETER,m304,contact,M,?
4610,u4610,PRESIDENT LASKER,m304,contact,?,?
4611,u4611,PROJECT OFFICIAL,m304,contact,?,?
4612,u4612,TED,m304,contact,m,2
4613,u4613,WILLIE,m304,contact,?,?
4614,u4614,ALIBI,m305,cool hand luke,?,?
4615,u4615,ARLETTA,m305,cool hand luke,f,7
4616,u4616,BLIND DICK,m305,cool hand luke,?,?
4617,u4617,BOSS PAUL,m305,cool hand luke,?,?
4618,u4618,CAPTAIN,m305,cool hand luke,?,?
4619,u4619,DOGBOY,m305,cool hand luke,?,?
4620,u4620,DRAGLINE,m305,cool hand luke,m,2
4621,u4621,GAMBLER,m305,cool hand luke,?,?
4622,u4622,KOKO,m305,cool hand luke,m,4
4623,u4623,LUKE,m305,cool hand luke,m,1
4624,u4624,SOCIETY RED,m305,cool hand luke,?,?
4625,u4625,TATTOO,m305,cool hand luke,?,?
4626,u4626,ANDY,m306,copycat,m,8
4627,u4627,ATTORNEY,m306,copycat,?,?
4628,u4628,CONRAD,m306,copycat,?,?
4629,u4629,DARYLL,m306,copycat,?,?
4630,u4630,HELEN,m306,copycat,f,1
4631,u4631,M.J.,m306,copycat,f,2
4632,u4632,MIKE,m306,copycat,?,?
4633,u4633,NIKKO,m306,copycat,?,?
4634,u4634,PETER,m306,copycat,m,4
4635,u4635,QUINN,m306,copycat,m,6
4636,u4636,RUBEN,m306,copycat,?,?
4637,u4637,SAKS,m306,copycat,?,?
4638,u4638,SUSAN,m306,copycat,?,?
4639,u4639,WOMAN,m306,copycat,?,?
4640,u4640,CATHERINE,m307,crash,F,?
4641,u4641,HELEN,m307,crash,f,?
4642,u4642,JAMES,m307,crash,M,?
4643,u4643,RENATA,m307,crash,?,?
4644,u4644,VAUGHAN,m307,crash,?,?
4645,u4645,DR. EMLEE,m308,crazy love,M,?
4646,u4646,LETTY,m308,crazy love,F,?
4647,u4647,MICHAEL,m308,crazy love,M,?
4648,u4648,MRS. HALLSTROM,m308,crazy love,?,?
4649,u4649,MRS. MAYER,m308,crazy love,f,?
4650,u4650,NURSE GATES,m308,crazy love,?,?
4651,u4651,PAUL,m308,crazy love,M,?
4652,u4652,PRINCIPAL GAIL,m308,crazy love,?,?
4653,u4653,RUTH,m308,crazy love,f,?
4654,u4654,AGENT HADLEY,m309,crime spree,?,?
4655,u4655,BASTALDI,m309,crime spree,?,?
4656,u4656,BOBBY BEANS,m309,crime spree,?,?
4657,u4657,BONANNO,m309,crime spree,?,?
4658,u4658,DANIEL,m309,crime spree,m,1
4659,u4659,HECTOR,m309,crime spree,?,?
4660,u4660,"JOEY ""TWO TONS""",m309,crime spree,?,?
4661,u4661,JULIEN,m309,crime spree,?,?
4662,u4662,LAMAR,m309,crime spree,m,16
4663,u4663,MARCEL,m309,crime spree,m,3
4664,u4664,"NICKY ""THE RAKE""",m309,crime spree,?,?
4665,u4665,RAPHAEL,m309,crime spree,?,?
4666,u4666,RAYMOND,m309,crime spree,?,?
4667,u4667,SAMI,m309,crime spree,m,5
4668,u4668,SOPHIE,m309,crime spree,f,9
4669,u4669,UNIFORMED COP,m309,crime spree,?,?
4670,u4670,VINNY,m309,crime spree,?,?
4671,u4671,WAYNE,m309,crime spree,?,?
4672,u4672,ZAMMITO,m309,crime spree,?,?
4673,u4673,ZERO,m309,crime spree,?,?
4674,u4674,AUNT WU,m310,"crouching tiger, hidden dragon",?,?
4675,u4675,BO,m310,"crouching tiger, hidden dragon",?,?
4676,u4676,FIGURE,m310,"crouching tiger, hidden dragon",?,?
4677,u4677,FIGURE IN BLACK,m310,"crouching tiger, hidden dragon",?,?
4678,u4678,FOX,m310,"crouching tiger, hidden dragon",?,?
4679,u4679,GANGSTER A,m310,"crouching tiger, hidden dragon",?,?
4680,u4680,GOVERNESS,m310,"crouching tiger, hidden dragon",?,?
4681,u4681,JEN,m310,"crouching tiger, hidden dragon",F,?
4682,u4682,LI,m310,"crouching tiger, hidden dragon",m,1
4683,u4683,LO,m310,"crouching tiger, hidden dragon",?,?
4684,u4684,MADAM YU,m310,"crouching tiger, hidden dragon",?,?
4685,u4685,MAY,m310,"crouching tiger, hidden dragon",?,?
4686,u4686,SIR TE,m310,"crouching tiger, hidden dragon",?,?
4687,u4687,TSAI,m310,"crouching tiger, hidden dragon",?,?
4688,u4688,YU,m310,"crouching tiger, hidden dragon",f,2
4689,u4689,ALBRECHT,m311,the crow,m,3
4690,u4690,ANNABELLA,m311,the crow,?,?
4691,u4691,DARLA,m311,the crow,?,?
4692,u4692,ELLY,m311,the crow,?,?
4693,u4693,ERIC,m311,the crow,m,1
4694,u4694,FUNBOY,m311,the crow,?,?
4695,u4695,GIDEON,m311,the crow,?,?
4696,u4696,GRANGE,m311,the crow,?,?
4697,u4697,LAO,m311,the crow,?,?
4698,u4698,MICKEY,m311,the crow,?,?
4699,u4699,SKULL COWBOY,m311,the crow,?,?
4700,u4700,T-BIRD,m311,the crow,?,?
4701,u4701,TIN-TIN,m311,the crow,?,?
4702,u4702,TOP DOLLAR,m311,the crow,?,?
4703,u4703,TORRES,m311,the crow,?,?
4704,u4704,ANNETTE,m312,cruel intentions,f,3
4705,u4705,AUNT HELEN,m312,cruel intentions,?,?
4706,u4706,BLAINE,m312,cruel intentions,m,6
4707,u4707,CECILE,m312,cruel intentions,f,4
4708,u4708,DR. GREENBAUM,m312,cruel intentions,f,9
4709,u4709,GREG,m312,cruel intentions,m,7
4710,u4710,KATHRYN,m312,cruel intentions,f,1
4711,u4711,MRS. CALDWELL,m312,cruel intentions,?,?
4712,u4712,MRS. O'SHEA,m312,cruel intentions,?,?
4713,u4713,MRS. SUGERMAN,m312,cruel intentions,?,?
4714,u4714,NIGHT DOORMAN,m312,cruel intentions,?,?
4715,u4715,RACHEL,m312,cruel intentions,?,?
4716,u4716,RONALD,m312,cruel intentions,?,?
4717,u4717,SEBASTIAN,m312,cruel intentions,m,2
4718,u4718,ALICE,m313,the curse of the cat people,f,3
4719,u4719,AMY,m313,the curse of the cat people,f,4
4720,u4720,BARBARA,m313,the curse of the cat people,f,7
4721,u4721,EDWARD,m313,the curse of the cat people,m,9
4722,u4722,IRENA,m313,the curse of the cat people,f,1
4723,u4723,LOIS,m313,the curse of the cat people,?,?
4724,u4724,MISS CALLAHAN,m313,the curse of the cat people,?,?
4725,u4725,MRS. FARREN,m313,the curse of the cat people,f,?
4726,u4726,OLIVER,m313,the curse of the cat people,m,2
4727,u4727,CARLTON,m314,the curse,?,?
4728,u4728,DOCTOR,m314,the curse,?,?
4729,u4729,FRIDA,m314,the curse,F,?
4730,u4730,GEORGE,m314,the curse,?,?
4731,u4731,GREGORY,m314,the curse,m,?
4732,u4732,JENNIFER,m314,the curse,F,?
4733,u4733,LLOYD,m314,the curse,M,?
4734,u4734,MARK,m314,the curse,m,?
4735,u4735,MOTHER,m314,the curse,?,?
4736,u4736,MR. GRANT,m314,the curse,?,?
4737,u4737,PETER,m314,the curse,M,?
4738,u4738,SHRINK,m314,the curse,?,?
4739,u4739,BARBER,m315,dark city,?,?
4740,u4740,BUMSTEAD,m315,dark city,?,?
4741,u4741,COP,m315,dark city,?,?
4742,u4742,KARL,m315,dark city,?,?
4743,u4743,MISS CRENSHAW,m315,dark city,?,?
4744,u4744,MISTER BLACK,m315,dark city,?,?
4745,u4745,PRIEST,m315,dark city,?,?
4746,u4746,SCHREBER,m315,dark city,m,3
4747,u4747,STROMBOLI,m315,dark city,?,?
4748,u4748,THOMPSON,m315,dark city,?,?
4749,u4749,WHITE,m315,dark city,?,?
4750,u4750,WIFE,m315,dark city,?,?
4751,u4751,BOB,m316,dave,m,3
4752,u4752,DAVE,m316,dave,m,1
4753,u4753,DUANE,m316,dave,m,5
4754,u4754,ELLEN,m316,dave,f,2
4755,u4755,MITCHELL,m316,dave,?,?
4756,u4756,MURRAY,m316,dave,m,7
4757,u4757,NANCE,m316,dave,?,?
4758,u4758,REED,m316,dave,m,4
4759,u4759,SECRETARY OF COMMERCE,m316,dave,?,?
4760,u4760,CHICO,m317,day of the dead,?,?
4761,u4761,DIESEL,m317,day of the dead,?,?
4762,u4762,GASPARILLA,m317,day of the dead,?,?
4763,u4763,JOHN,m317,day of the dead,m,2
4764,u4764,JULIE,m317,day of the dead,?,?
4765,u4765,LOGAN,m317,day of the dead,?,?
4766,u4766,MARIA,m317,day of the dead,?,?
4767,u4767,MARY,m317,day of the dead,?,?
4768,u4768,MIGUEL,m317,day of the dead,?,?
4769,u4769,RHODES,m317,day of the dead,?,?
4770,u4770,SARAH,m317,day of the dead,f,1
4771,u4771,TOBY,m317,day of the dead,m,?
4772,u4772,TONY,m317,day of the dead,?,?
4773,u4773,TRICKS,m317,day of the dead,?,?
4774,u4774,BUBBA,m318,dead poets society,?,?
4775,u4775,CAMERON,m318,dead poets society,?,?
4776,u4776,CHARLIE,m318,dead poets society,m,5
4777,u4777,CHET,m318,dead poets society,?,?
4778,u4778,CHRIS,m318,dead poets society,f,20
4779,u4779,GLORIA,m318,dead poets society,?,?
4780,u4780,HAGER,m318,dead poets society,?,?
4781,u4781,KEATING,m318,dead poets society,m,1
4782,u4782,KNOX,m318,dead poets society,m,4
4783,u4783,MEEKS,m318,dead poets society,?,?
4784,u4784,MR. PERRY,m318,dead poets society,?,?
4785,u4785,NEIL,m318,dead poets society,m,2
4786,u4786,NOLAN,m318,dead poets society,?,?
4787,u4787,PITTS,m318,dead poets society,?,?
4788,u4788,TODD,m318,dead poets society,m,3
4789,u4789,CAPTAIN,m319,deep rising,?,?
4790,u4790,FINNEGAN,m319,deep rising,m,1
4791,u4791,HANOVER,m319,deep rising,m,5
4792,u4792,MAMOOLI,m319,deep rising,?,?
4793,u4793,MULLIGAN,m319,deep rising,?,?
4794,u4794,PANTUCCI,m319,deep rising,m,4
4795,u4795,TRILLIAN,m319,deep rising,f,2
4796,u4796,VIVO,m319,deep rising,?,?
4797,u4797,ALBERT,m320,the deer hunter,m,?
4798,u4798,ANGELA,m320,the deer hunter,?,?
4799,u4799,ARMAND,m320,the deer hunter,?,?
4800,u4800,BAR GIRL,m320,the deer hunter,?,?
4801,u4801,CHECKER,m320,the deer hunter,?,?
4802,u4802,COLONEL,m320,the deer hunter,?,?
4803,u4803,JOHN,m320,the deer hunter,m,6
4804,u4804,LIEUTENANT,m320,the deer hunter,?,?
4805,u4805,LINDA,m320,the deer hunter,f,5
4806,u4806,MAN,m320,the deer hunter,?,?
4807,u4807,MERLE,m320,the deer hunter,?,?
4808,u4808,NICK,m320,the deer hunter,m,4
4809,u4809,SAL,m320,the deer hunter,?,?
4810,u4810,VET 1,m320,the deer hunter,?,?
4811,u4811,VET 2,m320,the deer hunter,?,?
4812,u4812,VINCE,m320,the deer hunter,m,?
4813,u4813,BENNETT,m321,demolition man,?,?
4814,u4814,CASSY,m321,demolition man,?,?
4815,u4815,DUBBS,m321,demolition man,?,?
4816,u4816,GALLAGHER,m321,demolition man,?,?
4817,u4817,KIMBERLY,m321,demolition man,?,?
4818,u4818,PEEBLES,m321,demolition man,?,?
4819,u4819,SANCHEZ,m321,demolition man,?,?
4820,u4820,SHEPPARD,m321,demolition man,?,?
4821,u4821,WADE,m321,demolition man,?,?
4822,u4822,WARDEN,m321,demolition man,?,?
4823,u4823,WHORE,m321,demolition man,?,?
4824,u4824,WILLY,m321,demolition man,?,?
4825,u4825,BELLE,m322,the devil and daniel webster,?,?
4826,u4826,DANIEL,m322,the devil and daniel webster,m,1
4827,u4827,HANK,m322,the devil and daniel webster,?,?
4828,u4828,JABEZ,m322,the devil and daniel webster,m,2
4829,u4829,MA STONE,m322,the devil and daniel webster,M,?
4830,u4830,MARTIN,m322,the devil and daniel webster,?,?
4831,u4831,MARY,m322,the devil and daniel webster,F,?
4832,u4832,OLD FARMHAND'S VOICE,m322,the devil and daniel webster,?,?
4833,u4833,SCRATCH,m322,the devil and daniel webster,M,?
4834,u4834,SHERIFF,m322,the devil and daniel webster,?,?
4835,u4835,SQUIRE,m322,the devil and daniel webster,?,?
4836,u4836,STEVENS,m322,the devil and daniel webster,?,?
4837,u4837,THE WOMAN,m322,the devil and daniel webster,?,?
4838,u4838,TOM SHARP,m322,the devil and daniel webster,?,?
4839,u4839,WEBSTER,m322,the devil and daniel webster,m,1
4840,u4840,ARGYLE,m323,die hard,m,12
4841,u4841,BIG JOHNSON,m323,die hard,?,?
4842,u4842,ELLIS,m323,die hard,?,?
4843,u4843,HANS,m323,die hard,m,2
4844,u4844,HOLLY,m323,die hard,?,?
4845,u4845,KARL,m323,die hard,?,?
4846,u4846,MCCLANE,m323,die hard,m,1
4847,u4847,POWELL,m323,die hard,m,5
4848,u4848,ROBINSON,m323,die hard,m,7
4849,u4849,TAKAGI,m323,die hard,?,?
4850,u4850,THEO,m323,die hard,?,?
4851,u4851,COMMISSIONER,m324,dog day afternoon,?,?
4852,u4852,DRIVER,m324,dog day afternoon,?,?
4853,u4853,HEIDI,m324,dog day afternoon,?,?
4854,u4854,JACKIE,m324,dog day afternoon,?,?
4855,u4855,JENNY,m324,dog day afternoon,?,?
4856,u4856,JESUS FREAK,m324,dog day afternoon,?,?
4857,u4857,LEON,m324,dog day afternoon,m,4
4858,u4858,MAN,m324,dog day afternoon,?,?
4859,u4859,MORETTI,m324,dog day afternoon,m,3
4860,u4860,MULVANEY,m324,dog day afternoon,m,5
4861,u4861,NEWSMAN,m324,dog day afternoon,?,?
4862,u4862,PAULINE,m324,dog day afternoon,?,?
4863,u4863,SAL,m324,dog day afternoon,m,2
4864,u4864,SAM,m324,dog day afternoon,?,?
4865,u4865,SHELDON,m324,dog day afternoon,m,7
4866,u4866,SONNY,m324,dog day afternoon,m,1
4867,u4867,SYLVIA,m324,dog day afternoon,?,?
4868,u4868,TV NEWSMAN,m324,dog day afternoon,m,?
4869,u4869,VI,m324,dog day afternoon,f,6
4870,u4870,BISHOP,m325,domino,?,?
4871,u4871,CHOCO,m325,domino,m,3
4872,u4872,CIGLIUTI,m325,domino,?,?
4873,u4873,CLAREMONT,m325,domino,?,?
4874,u4874,DOMINO,m325,domino,f,1
4875,u4875,ED,m325,domino,m,2
4876,u4876,EDNA,m325,domino,?,?
4877,u4877,GREEN,m325,domino,?,?
4878,u4878,KEG PRESIDENT,m325,domino,?,?
4879,u4879,KIMMIE,m325,domino,?,?
4880,u4880,LASHANDRA,m325,domino,?,?
4881,u4881,LASHINDRA,m325,domino,?,?
4882,u4882,LATEESHA,m325,domino,?,?
4883,u4883,SOPHIE,m325,domino,?,?
4884,u4884,TARYN,m325,domino,?,?
4885,u4885,WEISS,m325,domino,?,?
4886,u4886,ZIERING,m325,domino,?,?
4887,u4887,BUGGIN' OUT,m326,do the right thing,?,?
4888,u4888,CLIFTON,m326,do the right thing,?,?
4889,u4889,COCONUT SID,m326,do the right thing,?,?
4890,u4890,DA MAYOR,m326,do the right thing,?,?
4891,u4891,EDDIE,m326,do the right thing,?,?
4892,u4892,JADE,m326,do the right thing,f,12
4893,u4893,KOREAN CLERK,m326,do the right thing,?,?
4894,u4894,MISTER SEÑOR LOVE DADDY,m326,do the right thing,?,?
4895,u4895,ML,m326,do the right thing,m,9
4896,u4896,MOOKIE,m326,do the right thing,m,6
4897,u4897,MOTHER SISTER,m326,do the right thing,?,?
4898,u4898,PINO,m326,do the right thing,m,8
4899,u4899,RADIO RAHEEM,m326,do the right thing,?,?
4900,u4900,SAL,m326,do the right thing,m,1
4901,u4901,SWEET DICK WILLIE,m326,do the right thing,m,11
4902,u4902,TINA,m326,do the right thing,f,17
4903,u4903,VITO,m326,do the right thing,m,4
4904,u4904,CALE,m327,dumb and dumberer: when harry met lloyd,?,?
4905,u4905,CHING CHONG,m327,dumb and dumberer: when harry met lloyd,?,?
4906,u4906,HARRY,m327,dumb and dumberer: when harry met lloyd,m,4
4907,u4907,JESSICA,m327,dumb and dumberer: when harry met lloyd,f,8
4908,u4908,JESSICA'S DAD,m327,dumb and dumberer: when harry met lloyd,?,?
4909,u4909,LEWIS,m327,dumb and dumberer: when harry met lloyd,?,?
4910,u4910,LLOYD,m327,dumb and dumberer: when harry met lloyd,m,6
4911,u4911,MARGIE,m327,dumb and dumberer: when harry met lloyd,?,?
4912,u4912,MOFFIT,m327,dumb and dumberer: when harry met lloyd,?,?
4913,u4913,MRS. DUNNE,m327,dumb and dumberer: when harry met lloyd,?,?
4914,u4914,MS. HELLER,m327,dumb and dumberer: when harry met lloyd,f,11
4915,u4915,PRINCIPAL COLLINS,m327,dumb and dumberer: when harry met lloyd,m,10
4916,u4916,RAY,m327,dumb and dumberer: when harry met lloyd,?,?
4917,u4917,TEN YEAR-OLD KID,m327,dumb and dumberer: when harry met lloyd,?,?
4918,u4918,TOBY,m327,dumb and dumberer: when harry met lloyd,?,?
4919,u4919,TURK,m327,dumb and dumberer: when harry met lloyd,?,?
4920,u4920,ZIMMER,m327,dumb and dumberer: when harry met lloyd,?,?
4921,u4921,BARON,m328,dune,?,?
4922,u4922,DUKE LETO,m328,dune,?,?
4923,u4923,EMPEROR,m328,dune,?,?
4924,u4924,GURNEY,m328,dune,?,?
4925,u4925,JESSICA,m328,dune,?,?
4926,u4926,KYNES,m328,dune,?,?
4927,u4927,MAPES,m328,dune,?,?
4928,u4928,NAVIGATOR,m328,dune,?,?
4929,u4929,PAUL,m328,dune,m,8
4930,u4930,PITER,m328,dune,?,?
4931,u4931,REVEREND MOTHER,m328,dune,f,10
4932,u4932,STILGAR,m328,dune,?,?
4933,u4933,THUFIR,m328,dune,?,?
4934,u4934,BELA,m329,ed wood,m,2
4935,u4935,BUNNY,m329,ed wood,?,?
4936,u4936,CAMERAMAN BILL,m329,ed wood,?,?
4937,u4937,CONRAD,m329,ed wood,?,?
4938,u4938,CRISWELL,m329,ed wood,?,?
4939,u4939,DOCTOR,m329,ed wood,?,?
4940,u4940,DOLORES,m329,ed wood,f,3
4941,u4941,ED,m329,ed wood,m,1
4942,u4942,ED'S VOICE,m329,ed wood,?,?
4943,u4943,GEORGIE,m329,ed wood,m,9
4944,u4944,HOST,m329,ed wood,?,?
4945,u4945,KATHY,m329,ed wood,f,4
4946,u4946,LORETTA,m329,ed wood,?,?
4947,u4947,MR. FELDMAN,m329,ed wood,?,?
4948,u4948,NORMA,m329,ed wood,?,?
4949,u4949,ORSON WELLES,m329,ed wood,?,?
4950,u4950,PAUL MARCO,m329,ed wood,?,?
4951,u4951,REVEREND LEMON,m329,ed wood,?,?
4952,u4952,REYNOLDS,m329,ed wood,m,15
4953,u4953,RUDE BOSS,m329,ed wood,?,?
4954,u4954,TOR,m329,ed wood,m,13
4955,u4955,VAMPIRA,m329,ed wood,?,?
4956,u4956,AL,m330,edtv,m,5
4957,u4957,BARRY,m330,edtv,?,?
4958,u4958,CYNTHIA,m330,edtv,f,6
4959,u4959,DR. GELLER,m330,edtv,?,?
4960,u4960,ED,m330,edtv,m,1
4961,u4961,FELICIA,m330,edtv,?,?
4962,u4962,HANK,m330,edtv,?,?
4963,u4963,JEANETTE,m330,edtv,f,4
4964,u4964,JILL,m330,edtv,?,?
4965,u4965,JOHN,m330,edtv,m,10
4966,u4966,LOU,m330,edtv,?,?
4967,u4967,MARCIA,m330,edtv,?,?
4968,u4968,MR. SCHARLACH,m330,edtv,?,?
4969,u4969,RAY,m330,edtv,m,3
4970,u4970,RITA,m330,edtv,?,?
4971,u4971,SCHARLACH,m330,edtv,?,?
4972,u4972,SHARI,m330,edtv,f,2
4973,u4973,TAD,m330,edtv,?,?
4974,u4974,WOMAN,m330,edtv,?,?
4975,u4975,CLASS,m331,election,?,?
4976,u4976,DAVE,m331,election,?,?
4977,u4977,DIANE,m331,election,?,?
4978,u4978,DICK,m331,election,?,?
4979,u4979,JIM,m331,election,m,1
4980,u4980,JO,m331,election,?,?
4981,u4981,LARRY,m331,election,?,?
4982,u4982,LISA,m331,election,?,?
4983,u4983,MISS BEEDER,m331,election,?,?
4984,u4984,MS. HOY,m331,election,?,?
4985,u4985,PAUL,m331,election,?,?
4986,u4986,SHERRY,m331,election,f,?
4987,u4987,TAMMY,m331,election,?,?
4988,u4988,TRACY,m331,election,f,2
4989,u4989,WALT,m331,election,?,?
4990,u4990,BOXER,m332,l.a. confidential,?,?
4991,u4991,BUD,m332,l.a. confidential,m,2
4992,u4992,CHIEF,m332,l.a. confidential,?,?
4993,u4993,CLERK,m332,l.a. confidential,?,?
4994,u4994,COATES,m332,l.a. confidential,?,?
4995,u4995,COHEN,m332,l.a. confidential,?,?
4996,u4996,DUDLEY,m332,l.a. confidential,m,4
4997,u4997,EXLEY,m332,l.a. confidential,m,3
4998,u4998,HUDGEONS,m332,l.a. confidential,M,?
4999,u4999,JACK,m332,l.a. confidential,m,1
5000,u5000,LOEW,m332,l.a. confidential,?,?
5001,u5001,LYNN,m332,l.a. confidential,f,5
5002,u5002,MRS. LEFFERTS,m332,l.a. confidential,?,?
5003,u5003,OPERATOR,m332,l.a. confidential,?,?
5004,u5004,PATCHETT,m332,l.a. confidential,m,7
5005,u5005,PINKER,m332,l.a. confidential,?,?
5006,u5006,REYNOLDS,m332,l.a. confidential,?,?
5007,u5007,STENSLAND,m332,l.a. confidential,?,?
5008,u5008,STOMPANATO,m332,l.a. confidential,?,?
5009,u5009,VICE CAPTAIN,m332,l.a. confidential,?,?
5010,u5010,YOUNG OFFICER,m332,l.a. confidential,?,?
5011,u5011,"""BRILL""",m333,enemy of the state,?,?
5012,u5012,ALBERT,m333,enemy of the state,?,?
5013,u5013,ALFONSO,m333,enemy of the state,?,?
5014,u5014,BLAKE,m333,enemy of the state,?,?
5015,u5015,BRILL,m333,enemy of the state,m,2
5016,u5016,DEAN,m333,enemy of the state,m,1
5017,u5017,DEPINTO,m333,enemy of the state,?,?
5018,u5018,DESK CLERK,m333,enemy of the state,?,?
5019,u5019,DYLAN,m333,enemy of the state,?,?
5020,u5020,ERIC,m333,enemy of the state,m,23
5021,u5021,FIEDLER,m333,enemy of the state,?,?
5022,u5022,FRANKIE,m333,enemy of the state,?,?
5023,u5023,HAMERSLEY,m333,enemy of the state,?,?
5024,u5024,HICKS,m333,enemy of the state,m,8
5025,u5025,JENNY,m333,enemy of the state,?,?
5026,u5026,JERRY,m333,enemy of the state,m,15
5027,u5027,L.T.,m333,enemy of the state,?,?
5028,u5028,LEVIN,m333,enemy of the state,?,?
5029,u5029,MAN,m333,enemy of the state,?,?
5030,u5030,MAN'S VOICE,m333,enemy of the state,?,?
5031,u5031,MARSHAL,m333,enemy of the state,?,?
5032,u5032,MEG,m333,enemy of the state,?,?
5033,u5033,MORELOS,m333,enemy of the state,?,?
5034,u5034,PATRICK,m333,enemy of the state,?,?
5035,u5035,PRATT,m333,enemy of the state,?,?
5036,u5036,RACHEL,m333,enemy of the state,f,4
5037,u5037,REYNOLDS,m333,enemy of the state,m,3
5038,u5038,SAL,m333,enemy of the state,?,?
5039,u5039,SALES CLERK,m333,enemy of the state,f,32
5040,u5040,SENATOR ALBERT,m333,enemy of the state,?,?
5041,u5041,SHAFFER,m333,enemy of the state,?,?
5042,u5042,SILVERBERG,m333,enemy of the state,?,?
5043,u5043,STACY,m333,enemy of the state,?,?
5044,u5044,WAITER,m333,enemy of the state,?,?
5045,u5045,ZAVITZ,m333,enemy of the state,?,?
5046,u5046,ALMÁSY,m334,the english patient,M,?
5047,u5047,BOY,m334,the english patient,?,?
5048,u5048,CARAVAGGIO,m334,the english patient,m,3
5049,u5049,CLIFTON,m334,the english patient,?,?
5050,u5050,CORPORAL,m334,the english patient,?,?
5051,u5051,HANA,m334,the english patient,f,2
5052,u5052,HARDY,m334,the english patient,?,?
5053,u5053,JAN,m334,the english patient,?,?
5054,u5054,KATHARINE,m334,the english patient,f,4
5055,u5055,KIP,m334,the english patient,m,5
5056,u5056,LADY HAMPTON,m334,the english patient,?,?
5057,u5057,MADOX,m334,the english patient,m,7
5058,u5058,MÜLLER,m334,the english patient,?,?
5059,u5059,OFFICER,m334,the english patient,?,?
5060,u5060,OLIVER,m334,the english patient,?,?
5061,u5061,STUART,m334,the english patient,?,?
5062,u5062,THE PATIENT,m334,the english patient,M,?
5063,u5063,CRUZ,m335,entrapment,m,4
5064,u5064,GIN,m335,entrapment,f,2
5065,u5065,MAC,m335,entrapment,m,1
5066,u5066,QUI,m335,entrapment,?,?
5067,u5067,THIBADEAUX,m335,entrapment,m,3
5068,u5068,ANNA,m336,erin brockovich,?,?
5069,u5069,BAUM,m336,erin brockovich,?,?
5070,u5070,BRENDA,m336,erin brockovich,?,?
5071,u5071,DEFENDING LAWYER,m336,erin brockovich,?,?
5072,u5072,DOCTOR,m336,erin brockovich,?,?
5073,u5073,DONNA,m336,erin brockovich,f,21
5074,u5074,ED,m336,erin brockovich,m,4
5075,u5075,EMBRY,m336,erin brockovich,?,?
5076,u5076,ERIN,m336,erin brockovich,f,1
5077,u5077,FRANKEL,m336,erin brockovich,?,?
5078,u5078,GEORGE,m336,erin brockovich,m,18
5079,u5079,JANE,m336,erin brockovich,?,?
5080,u5080,KATIE,m336,erin brockovich,?,?
5081,u5081,LAURA,m336,erin brockovich,?,?
5082,u5082,MANDY,m336,erin brockovich,?,?
5083,u5083,MATTHEW,m336,erin brockovich,?,?
5084,u5084,MRS. MORALES,m336,erin brockovich,?,?
5085,u5085,PAULSEN,m336,erin brockovich,?,?
5086,u5086,POTTER,m336,erin brockovich,?,?
5087,u5087,ROSALIND,m336,erin brockovich,?,?
5088,u5088,ROSS,m336,erin brockovich,?,?
5089,u5089,THERESA,m336,erin brockovich,?,?
5090,u5090,ADMIRAL,m337,star wars: the empire strikes back,?,?
5091,u5091,ADMIRAL PIETT,m337,star wars: the empire strikes back,?,?
5092,u5092,BEN,m337,star wars: the empire strikes back,?,?
5093,u5093,CHEWIE,m337,star wars: the empire strikes back,?,?
5094,u5094,CREATURE,m337,star wars: the empire strikes back,?,?
5095,u5095,DECK SERGEANT,m337,star wars: the empire strikes back,?,?
5096,u5096,EMPEROR,m337,star wars: the empire strikes back,?,?
5097,u5097,HAN,m337,star wars: the empire strikes back,M,?
5098,u5098,LANDO,m337,star wars: the empire strikes back,m,?
5099,u5099,LEIA,m337,star wars: the empire strikes back,F,?
5100,u5100,LUKE,m337,star wars: the empire strikes back,m,?
5101,u5101,PIETT,m337,star wars: the empire strikes back,?,?
5102,u5102,RIEEKAN,m337,star wars: the empire strikes back,?,?
5103,u5103,THREEPIO,m337,star wars: the empire strikes back,?,?
5104,u5104,VADER,m337,star wars: the empire strikes back,?,?
5105,u5105,YODA,m337,star wars: the empire strikes back,m,?
5106,u5106,AIDE,m338,escape from the planet of the apes,?,?
5107,u5107,COLONEL,m338,escape from the planet of the apes,?,?
